sport,article,date,pageviews
Spearfishing,Spearfishing,2018-08-01,8422
Spearfishing,Spearfishing,2018-09-01,6796
Spearfishing,Spearfishing,2018-10-01,5999
Spearfishing,Spearfishing,2018-11-01,5470
Spearfishing,Spearfishing,2018-12-01,5206
Spearfishing,Spearfishing,2019-01-01,5902
Spearfishing,Spearfishing,2019-02-01,5174
Spearfishing,Spearfishing,2019-03-01,5809
Spearfishing,Spearfishing,2019-04-01,6704
Spearfishing,Spearfishing,2019-05-01,6433
Spearfishing,Spearfishing,2019-06-01,5858
Spearfishing,Spearfishing,2019-07-01,6916
Spearfishing,Spearfishing,2019-08-01,6299
Spearfishing,Spearfishing,2019-09-01,6402
Spearfishing,Spearfishing,2019-10-01,6828
Spearfishing,Spearfishing,2019-11-01,6989
Spearfishing,Spearfishing,2019-12-01,6569
Spearfishing,Spearfishing,2020-01-01,6757
Spearfishing,Spearfishing,2020-02-01,6010
Spearfishing,Spearfishing,2020-03-01,5769
Spearfishing,Spearfishing,2020-04-01,7335
Spearfishing,Spearfishing,2020-05-01,7114
Spearfishing,Spearfishing,2020-06-01,6310
Spearfishing,Spearfishing,2020-07-01,14435
Spearfishing,Spearfishing,2020-08-01,6953
Spearfishing,Spearfishing,2020-09-01,6200
Spearfishing,Spearfishing,2020-10-01,6203
Spearfishing,Spearfishing,2020-11-01,5955
Spearfishing,Spearfishing,2020-12-01,5860
Spearfishing,Spearfishing,2021-01-01,6042
Spearfishing,Spearfishing,2021-02-01,5730
Spearfishing,Spearfishing,2021-03-01,6600
Spearfishing,Spearfishing,2021-04-01,6844
Spearfishing,Spearfishing,2021-05-01,6724
Spearfishing,Spearfishing,2021-06-01,6931
Spearfishing,Spearfishing,2021-07-01,7928
Spearfishing,Spearfishing,2021-08-01,7419
Spearfishing,Spearfishing,2021-09-01,6393
Spearfishing,Spearfishing,2021-10-01,8933
Spearfishing,Spearfishing,2021-11-01,6068
Spearfishing,Spearfishing,2021-12-01,5870
Spearfishing,Spearfishing,2022-01-01,5866
Spearfishing,Spearfishing,2022-02-01,6407
Spearfishing,Spearfishing,2022-03-01,6354
Spearfishing,Spearfishing,2022-04-01,6118
Spearfishing,Spearfishing,2022-05-01,6706
Spearfishing,Spearfishing,2022-06-01,7024
Spearfishing,Spearfishing,2022-07-01,7408
Spearfishing,Spearfishing,2022-08-01,8675
Spearfishing,Spearfishing,2022-09-01,8030
Spearfishing,Spearfishing,2022-10-01,7521
Spearfishing,Spearfishing,2022-11-01,7734
Spearfishing,Spearfishing,2022-12-01,5804
Spearfishing,Spearfishing,2023-01-01,6978
Spearfishing,Spearfishing,2023-02-01,6949
Spearfishing,Spearfishing,2023-03-01,15848
Spearfishing,Spearfishing,2023-04-01,9088
Spearfishing,Spearfishing,2023-05-01,7316
Spearfishing,Spearfishing,2023-06-01,8102
Spearfishing,Spearfishing,2023-07-01,8900
Spearfishing,Spearfishing,2023-08-01,8271
Spearfishing,Spearfishing,2023-09-01,7722
Spearfishing,Spearfishing,2023-10-01,7872
Spearfishing,Spearfishing,2023-11-01,7477
Spearfishing,Spearfishing,2023-12-01,7417
Spearfishing,Spearfishing,2024-01-01,10060
Spearfishing,Spearfishing,2024-02-01,8685
Spearfishing,Spearfishing,2024-03-01,7819
Spearfishing,Spearfishing,2024-04-01,8637
Spearfishing,Spearfishing,2024-05-01,7203
Spearfishing,Spearfishing,2024-06-01,6074
Spearfishing,Spearfishing,2024-07-01,8188
Spearfishing,Spearfishing,2024-08-01,7034
Spearfishing,Spearfishing,2024-09-01,6357
Spearfishing,Spearfishing,2024-10-01,7076
Spearfishing,Spearfishing,2024-11-01,6235
Spearfishing,Spearfishing,2024-12-01,5770
Surfing,Surfing,2015-07-01,36575
Surfing,Surfing,2015-08-01,48531
Surfing,Surfing,2015-09-01,28099
Surfing,Surfing,2015-10-01,32721
Surfing,Surfing,2015-11-01,28860
Surfing,Surfing,2015-12-01,25285
Surfing,Surfing,2016-01-01,29076
Surfing,Surfing,2016-02-01,29310
Surfing,Surfing,2016-03-01,32193
Surfing,Surfing,2016-04-01,31098
Surfing,Surfing,2016-05-01,32926
Surfing,Surfing,2016-06-01,30217
Surfing,Surfing,2016-07-01,28412
Surfing,Surfing,2016-08-01,33262
Surfing,Surfing,2016-09-01,29557
Surfing,Surfing,2016-10-01,30341
Surfing,Surfing,2016-11-01,30993
Surfing,Surfing,2016-12-01,29390
Surfing,Surfing,2017-01-01,32444
Surfing,Surfing,2017-02-01,28995
Surfing,Surfing,2017-03-01,34884
Surfing,Surfing,2017-04-01,30688
Surfing,Surfing,2017-05-01,32642
Surfing,Surfing,2017-06-01,29135
Surfing,Surfing,2017-07-01,28456
Surfing,Surfing,2017-08-01,28930
Surfing,Surfing,2017-09-01,30436
Surfing,Surfing,2017-10-01,31839
Surfing,Surfing,2017-11-01,36151
Surfing,Surfing,2017-12-01,27140
Surfing,Surfing,2018-01-01,31312
Surfing,Surfing,2018-02-01,29885
Surfing,Surfing,2018-03-01,29079
Surfing,Surfing,2018-04-01,27132
Surfing,Surfing,2018-05-01,30210
Surfing,Surfing,2018-06-01,24833
Surfing,Surfing,2018-07-01,27173
Surfing,Surfing,2018-08-01,29153
Surfing,Surfing,2018-09-01,27021
Surfing,Surfing,2018-10-01,27327
Surfing,Surfing,2018-11-01,28329
Surfing,Surfing,2018-12-01,25902
Surfing,Surfing,2019-01-01,28000
Surfing,Surfing,2019-02-01,25470
Surfing,Surfing,2019-03-01,26971
Surfing,Surfing,2019-04-01,24993
Surfing,Surfing,2019-05-01,27690
Surfing,Surfing,2019-06-01,24544
Surfing,Surfing,2019-07-01,26746
Surfing,Surfing,2019-08-01,27919
Surfing,Surfing,2019-09-01,27646
Surfing,Surfing,2019-10-01,27211
Surfing,Surfing,2019-11-01,30778
Surfing,Surfing,2019-12-01,27158
Surfing,Surfing,2020-01-01,27763
Surfing,Surfing,2020-02-01,25683
Surfing,Surfing,2020-03-01,26594
Surfing,Surfing,2020-04-01,27654
Surfing,Surfing,2020-05-01,27429
Surfing,Surfing,2020-06-01,23062
Surfing,Surfing,2020-07-01,24159
Surfing,Surfing,2020-08-01,23631
Surfing,Surfing,2020-09-01,24903
Surfing,Surfing,2020-10-01,25557
Surfing,Surfing,2020-11-01,24970
Surfing,Surfing,2020-12-01,24002
Surfing,Surfing,2021-01-01,25111
Surfing,Surfing,2021-02-01,23913
Surfing,Surfing,2021-03-01,27970
Surfing,Surfing,2021-04-01,31958
Surfing,Surfing,2021-05-01,27785
Surfing,Surfing,2021-06-01,25459
Surfing,Surfing,2021-07-01,39879
Surfing,Surfing,2021-08-01,33244
Surfing,Surfing,2021-09-01,27971
Surfing,Surfing,2021-10-01,25693
Surfing,Surfing,2021-11-01,23428
Surfing,Surfing,2021-12-01,22511
Surfing,Surfing,2022-01-01,25263
Surfing,Surfing,2022-02-01,25718
Surfing,Surfing,2022-03-01,26616
Surfing,Surfing,2022-04-01,24475
Surfing,Surfing,2022-05-01,24240
Surfing,Surfing,2022-06-01,24343
Surfing,Surfing,2022-07-01,26374
Surfing,Surfing,2022-08-01,33889
Surfing,Surfing,2022-09-01,39653
Surfing,Surfing,2022-10-01,65118
Surfing,Surfing,2022-11-01,31986
Surfing,Surfing,2022-12-01,23124
Surfing,Surfing,2023-01-01,29545
Surfing,Surfing,2023-02-01,28757
Surfing,Surfing,2023-03-01,34375
Surfing,Surfing,2023-04-01,27210
Surfing,Surfing,2023-05-01,31288
Surfing,Surfing,2023-06-01,33009
Surfing,Surfing,2023-07-01,34032
Surfing,Surfing,2023-08-01,33176
Surfing,Surfing,2023-09-01,31027
Surfing,Surfing,2023-10-01,32263
Surfing,Surfing,2023-11-01,31935
Surfing,Surfing,2023-12-01,33430
Surfing,Surfing,2024-01-01,48549
Surfing,Surfing,2024-02-01,37259
Surfing,Surfing,2024-03-01,37567
Surfing,Surfing,2024-04-01,33338
Surfing,Surfing,2024-05-01,29194
Surfing,Surfing,2024-06-01,24074
Surfing,Surfing,2024-07-01,40052
Surfing,Surfing,2024-08-01,38778
Surfing,Surfing,2024-09-01,25525
Surfing,Surfing,2024-10-01,24673
Surfing,Surfing,2024-11-01,23321
Surfing,Surfing,2024-12-01,22483
Trail Running,Trail_running,2015-07-01,6450
Trail Running,Trail_running,2015-08-01,6468
Trail Running,Trail_running,2015-09-01,6328
Trail Running,Trail_running,2015-10-01,6119
Trail Running,Trail_running,2015-11-01,5655
Trail Running,Trail_running,2015-12-01,5050
Trail Running,Trail_running,2016-01-01,6175
Trail Running,Trail_running,2016-02-01,5426
Trail Running,Trail_running,2016-03-01,6145
Trail Running,Trail_running,2016-04-01,6146
Trail Running,Trail_running,2016-05-01,6380
Trail Running,Trail_running,2016-06-01,5661
Trail Running,Trail_running,2016-07-01,5630
Trail Running,Trail_running,2016-08-01,6138
Trail Running,Trail_running,2016-09-01,5750
Trail Running,Trail_running,2016-10-01,6084
Trail Running,Trail_running,2016-11-01,5682
Trail Running,Trail_running,2016-12-01,4546
Trail Running,Trail_running,2017-01-01,5328
Trail Running,Trail_running,2017-02-01,4947
Trail Running,Trail_running,2017-03-01,5533
Trail Running,Trail_running,2017-04-01,5885
Trail Running,Trail_running,2017-05-01,5852
Trail Running,Trail_running,2017-06-01,5143
Trail Running,Trail_running,2017-07-01,5250
Trail Running,Trail_running,2017-08-01,5614
Trail Running,Trail_running,2017-09-01,5380
Trail Running,Trail_running,2017-10-01,5354
Trail Running,Trail_running,2017-11-01,5085
Trail Running,Trail_running,2017-12-01,4404
Trail Running,Trail_running,2018-01-01,5493
Trail Running,Trail_running,2018-02-01,4787
Trail Running,Trail_running,2018-03-01,5500
Trail Running,Trail_running,2018-04-01,5455
Trail Running,Trail_running,2018-05-01,5823
Trail Running,Trail_running,2018-06-01,5290
Trail Running,Trail_running,2018-07-01,5815
Trail Running,Trail_running,2018-08-01,6353
Trail Running,Trail_running,2018-09-01,6135
Trail Running,Trail_running,2018-10-01,5437
Trail Running,Trail_running,2018-11-01,5586
Trail Running,Trail_running,2018-12-01,5456
Trail Running,Trail_running,2019-01-01,5212
Trail Running,Trail_running,2019-02-01,4677
Trail Running,Trail_running,2019-03-01,5207
Trail Running,Trail_running,2019-04-01,5165
Trail Running,Trail_running,2019-05-01,5389
Trail Running,Trail_running,2019-06-01,5087
Trail Running,Trail_running,2019-07-01,5355
Trail Running,Trail_running,2019-08-01,5496
Trail Running,Trail_running,2019-09-01,4849
Trail Running,Trail_running,2019-10-01,5543
Trail Running,Trail_running,2019-11-01,4850
Trail Running,Trail_running,2019-12-01,4659
Trail Running,Trail_running,2020-01-01,4690
Trail Running,Trail_running,2020-02-01,4229
Trail Running,Trail_running,2020-03-01,3933
Trail Running,Trail_running,2020-04-01,4801
Trail Running,Trail_running,2020-05-01,5140
Trail Running,Trail_running,2020-06-01,4549
Trail Running,Trail_running,2020-07-01,4765
Trail Running,Trail_running,2020-08-01,5075
Trail Running,Trail_running,2020-09-01,4581
Trail Running,Trail_running,2020-10-01,4880
Trail Running,Trail_running,2020-11-01,4659
Trail Running,Trail_running,2020-12-01,4136
Trail Running,Trail_running,2021-01-01,4591
Trail Running,Trail_running,2021-02-01,4032
Trail Running,Trail_running,2021-03-01,4798
Trail Running,Trail_running,2021-04-01,4491
Trail Running,Trail_running,2021-05-01,9671
Trail Running,Trail_running,2021-06-01,4137
Trail Running,Trail_running,2021-07-01,4211
Trail Running,Trail_running,2021-08-01,4743
Trail Running,Trail_running,2021-09-01,4179
Trail Running,Trail_running,2021-10-01,4100
Trail Running,Trail_running,2021-11-01,3771
Trail Running,Trail_running,2021-12-01,3420
Trail Running,Trail_running,2022-01-01,5373
Trail Running,Trail_running,2022-02-01,3603
Trail Running,Trail_running,2022-03-01,4062
Trail Running,Trail_running,2022-04-01,3850
Trail Running,Trail_running,2022-05-01,4371
Trail Running,Trail_running,2022-06-01,4078
Trail Running,Trail_running,2022-07-01,4588
Trail Running,Trail_running,2022-08-01,5185
Trail Running,Trail_running,2022-09-01,4624
Trail Running,Trail_running,2022-10-01,4725
Trail Running,Trail_running,2022-11-01,3820
Trail Running,Trail_running,2022-12-01,3001
Trail Running,Trail_running,2023-01-01,3994
Trail Running,Trail_running,2023-02-01,3495
Trail Running,Trail_running,2023-03-01,4410
Trail Running,Trail_running,2023-04-01,4055
Trail Running,Trail_running,2023-05-01,5308
Trail Running,Trail_running,2023-06-01,5319
Trail Running,Trail_running,2023-07-01,5487
Trail Running,Trail_running,2023-08-01,5248
Trail Running,Trail_running,2023-09-01,5627
Trail Running,Trail_running,2023-10-01,5765
Trail Running,Trail_running,2023-11-01,5160
Trail Running,Trail_running,2023-12-01,4340
Trail Running,Trail_running,2024-01-01,6070
Trail Running,Trail_running,2024-02-01,4848
Trail Running,Trail_running,2024-03-01,5962
Trail Running,Trail_running,2024-04-01,6078
Trail Running,Trail_running,2024-05-01,5342
Trail Running,Trail_running,2024-06-01,4552
Trail Running,Trail_running,2024-07-01,5786
Trail Running,Trail_running,2024-08-01,7638
Trail Running,Trail_running,2024-09-01,4804
Trail Running,Trail_running,2024-10-01,6550
Trail Running,Trail_running,2024-11-01,4362
Trail Running,Trail_running,2024-12-01,3726
